file,style,root,majmin,sevenths,duration,reference,detected
00_Jazz1-130-D_comp_mic.wav,Ja,0.1630395896294714,0.1630395896294714,0.1630395896294714,22.147199999999998,D:maj G:maj D:maj A:maj G:maj D:maj,A G A
00_Jazz1-200-B_comp_mic.wav,Ja,0.13544973544973563,0.13544973544973563,0.13544973544973563,14.399999999999977,B:maj E:maj B:maj F#:maj E:maj B:maj,G#m B G#m
00_Jazz2-110-Bb_comp_mic.wav,Ja,0.12502109731017125,0.1428846991919872,0.0,34.90319999999997,D#:min G#:7 C#:maj F#:maj C:hdim7 F:7 A#:min D#:min,G#
00_Jazz2-187-F#_comp_mic.wav,Ja,0.1883480605933931,0.2152590591529423,0.2152590591529423,20.53200000000004,B:min E:7 A:maj D:maj G#:hdim7 C#:7 F#:min B:min,A F#m
00_Jazz3-137-Eb_comp_mic.wav,Ja,0.23541053433431314,0.23541053433431314,0.23541053433431314,28.023199999999974,D#:maj A#:maj C:min G:min G#:maj D#:maj G#:maj A#:maj,Gm G# Gm
00_Jazz3-150-C_comp_mic.wav,Ja,0.17349773242630376,0.17349773242630376,0.17349773242630376,25.600000000000023,C:maj G:maj A:min E:min F:maj C:maj F:maj G:maj,Am C Am
01_Jazz1-130-D_comp_mic.wav,Ja,0.16723333956599182,0.16723333956599182,0.16723333956599182,22.147199999999998,D:maj G:maj D:maj A:maj G:maj D:maj,A G A
01_Jazz1-200-B_comp_mic.wav,Ja,0.11758629377677016,0.11758629377677016,0.11758629377677016,14.399999999999977,B:maj E:maj B:maj F#:maj E:maj B:maj,Am B Am
01_Jazz2-110-Bb_comp_mic.wav,Ja,0.25112514380792716,0.2870070844404673,0.2870070844404673,34.90319999999997,D#:min G#:7 C#:maj F#:maj C:hdim7 F:7 A#:min D#:min,C# A#m C# A#m
01_Jazz2-187-F#_comp_mic.wav,Ja,0.18752519869857487,0.2143186275035091,0.07143954250116966,20.53200000000004,B:min E:7 A:maj D:maj G#:hdim7 C#:7 F#:min B:min,C# Bm C#
01_Jazz3-137-Eb_comp_mic.wav,Ja,0.3770012974899105,0.3770012974899105,0.3770012974899105,28.023199999999974,D#:maj A#:maj C:min G:min G#:maj D#:maj G#:maj A#:maj,A# G# A# G# A#
01_Jazz3-150-C_comp_mic.wav,Ja,0.11034580498866206,0.11034580498866206,0.11034580498866206,25.600000000000023,C:maj G:maj A:min E:min F:maj C:maj F:maj G:maj,Bm C# C Bm C Bm C# Bm
00_Rock1-130-A_comp_mic.wav,Ro,0.5770816656939636,0.5770816656939636,0.5770816656939636,22.1472,A:maj D:maj A:maj E:maj D:maj A:maj,A E A
00_Rock1-90-C#_comp_mic.wav,Ro,0.7952834467120182,0.7952834467120182,0.7952834467120182,31.999999999999993,C#:maj F#:maj C#:maj G#:maj F#:maj C#:maj,C# F# C# F# C#
00_Rock2-142-D_comp_mic.wav,Ro,0.362987608179367,0.4148444130119815,0.2014412617045587,27.041600000000003,G:min C:7 F:maj A#:maj E:hdim7 A:7 D:min G:min,A A# A Gm C A# A
00_Rock2-85-F_comp_mic.wav,Ro,0.3027637933647126,0.3460193427271487,0.300195445525072,45.173199999999994,A#:min D#:7 G#:maj C#:maj G:hdim7 C:7 F:min A#:min,A#m G# C G# A#m G# Fm C
00_Rock3-117-Bb_comp_mic.wav,Ro,0.4018496765154794,0.4018496765154794,0.4018496765154794,32.816400000000016,A#:maj F:maj G:min D:min D#:maj A#:maj D#:maj F:maj,A# Gm Dm A# Dm Gm Dm A#
00_Rock3-148-C_comp_mic.wav,Ro,0.5247616741039127,0.5247616741039127,0.5247616741039127,25.940799999999996,C:maj G:maj A:min E:min F:maj C:maj F:maj G:maj,G Am F G Am C F
01_Rock1-130-A_comp_mic.wav,Ro,0.4665244370489276,0.4665244370489276,0.4665244370489276,22.1472,A:maj D:maj A:maj E:maj D:maj A:maj,A
01_Rock1-90-C#_comp_mic.wav,Ro,0.33231292517006805,0.33231292517006805,0.33231292517006805,31.999999999999993,C#:maj F#:maj C#:maj G#:maj F#:maj C#:maj,G# F# G# F# G#
01_Rock2-142-D_comp_mic.wav,Ro,0.3070731805723854,0.35094198941173227,0.1404828779516815,27.041600000000003,G:min C:7 F:maj A#:maj E:hdim7 A:7 D:min G:min,A F A Gm C A
01_Rock2-85-F_comp_mic.wav,Ro,0.43763372367444664,0.3572890366329994,0.21442007306994265,45.173199999999994,A#:min D#:7 G#:maj C#:maj G:hdim7 C:7 F:min A#:min,D# C# Fm Cm Fm D# Fm Cm
01_Rock3-117-Bb_comp_mic.wav,Ro,0.3096204319634413,0.3096204319634413,0.3096204319634413,32.816400000000016,A#:maj F:maj G:min D:min D#:maj A#:maj D#:maj F:maj,A# Gm A# Gm A# Gm A# Gm
01_Rock3-148-C_comp_mic.wav,Ro,0.2479683035850485,0.2479683035850485,0.2479683035850485,25.940799999999996,C:maj G:maj A:min E:min F:maj C:maj F:maj G:maj,G Am G Am
00_SS1-100-C#_comp_mic.wav,SS,0.3083522297808011,0.3083522297808011,0.3083522297808011,28.80000000000001,C#:maj F#:maj C#:maj G#:maj F#:maj C#:maj,G# F# G# F# G#
00_SS1-68-E_comp_mic.wav,SS,0.6470432428917761,0.6470432428917761,0.6470432428917761,42.34640000000002,E:maj A:maj E:maj B:maj A:maj E:maj,E A E G#m A G#m
00_SS2-107-Ab_comp_mic.wav,SS,0.43908010443086515,0.35894498929900404,0.35894498929900404,35.88639999999998,C#:min F#:7 B:maj E:maj A#:hdim7 D#:7 G#:min C#:min,G#m B G#m A#m G#m B A#m G#m
00_SS2-88-F_comp_mic.wav,SS,0.3652402323803257,0.4174271997037653,0.28295126218940747,43.629200000000026,A#:min D#:7 G#:maj C#:maj G:hdim7 C:7 F:min A#:min,G# C Fm G# C Fm
00_SS3-84-Bb_comp_mic.wav,SS,0.24856016144742105,0.24856016144742105,0.24856016144742105,45.70760000000001,A#:maj F:maj G:min D:min D#:maj A#:maj D#:maj F:maj,A# Gm A#
00_SS3-98-C_comp_mic.wav,SS,0.6653049695278075,0.6653049695278075,0.6653049695278075,39.17879999999997,C:maj G:maj A:min E:min F:maj C:maj F:maj G:maj,G Am Em F C Am F G
01_SS1-100-C#_comp_mic.wav,SS,0.1668934240362811,0.1668934240362811,0.1668934240362811,28.80000000000001,C#:maj F#:maj C#:maj G#:maj F#:maj C#:maj,A#m C# A#m C# A#m
01_SS1-68-E_comp_mic.wav,SS,0.8214183727004988,0.8214183727004988,0.8214183727004988,42.34640000000002,E:maj A:maj E:maj B:maj A:maj E:maj,E A E A E
01_SS2-107-Ab_comp_mic.wav,SS,0.1804139432797164,0.20618855428980357,0.20618855428980357,35.88639999999998,C#:min F#:7 B:maj E:maj A#:hdim7 D#:7 G#:min C#:min,G#m
01_SS2-88-F_comp_mic.wav,SS,0.2511587678009641,0.14416137416629615,0.004042654602535262,43.629200000000026,A#:min D#:7 G#:maj C#:maj G:hdim7 C:7 F:min A#:min,D# C# Cm D# C# Cm
01_SS3-84-Bb_comp_mic.wav,SS,0.6042947273102179,0.6042947273102179,0.6042947273102179,45.70760000000001,A#:maj F:maj G:min D:min D#:maj A#:maj D#:maj F:maj,A# F A# D# A# D# F A#
01_SS3-98-C_comp_mic.wav,SS,0.5551986824657617,0.5551986824657617,0.5551986824657617,39.17879999999997,C:maj G:maj A:min E:min F:maj C:maj F:maj G:maj,Am G Am F C F G C
